WARNING:root:client('192.168.100.3', 48726) disconnected at 2023-02-05 16:00:46.303102
WARNING:root:client('192.168.100.4', 51265) disconnected at 2023-02-05 18:38:10.148829
WARNING:root:client('192.168.100.3', 56242) disconnected at 2023-02-05 18:41:21.394203
WARNING:root:client('192.168.100.4', 51270) disconnected at 2023-02-05 18:45:59.437595
WARNING:root:client('192.168.100.4', 51272) disconnected at 2023-02-05 18:46:30.118800
WARNING:root:client('192.168.100.3', 45060) disconnected at 2023-02-05 18:48:15.383053
WARNING:root:client('192.168.100.4', 51284) disconnected at 2023-02-05 18:53:22.869567
WARNING:root:client('192.168.100.4', 51299) disconnected at 2023-02-05 19:49:26.608473
WARNING:root:client('192.168.100.3', 35782) disconnected at 2023-02-05 20:02:30.047520
WARNING:root:client('192.168.100.3', 44476) disconnected at 2023-02-05 20:15:13.684221
WARNING:root:client('192.168.100.3', 58920) disconnected at 2023-02-06 18:58:33.108222
WARNING:root:client('192.168.100.2', 52591) disconnected at 2023-02-06 18:59:48.801722
WARNING:root:client('192.168.100.82', 50368) disconnected at 2023-02-06 19:00:01.664402
WARNING:root:client('192.168.100.82', 51232) disconnected at 2023-02-06 19:15:26.214775
WARNING:root:client('192.168.100.2', 52596) disconnected at 2023-02-06 19:25:43.948900
WARNING:root:client('192.168.100.82', 33620) disconnected at 2023-02-06 19:34:20.314308
WARNING:root:client('192.168.100.82', 36462) disconnected at 2023-02-06 19:37:09.981561
WARNING:root:client('192.168.100.82', 60956) disconnected at 2023-02-06 19:40:04.771270
WARNING:root:client('192.168.100.70', 1353) disconnected at 2023-02-07 13:01:30.399302
WARNING:root:client('192.168.100.70', 1420) disconnected at 2023-02-07 13:18:05.285500
WARNING:root:client('192.168.100.70', 1437) disconnected at 2023-02-07 13:51:00.611834
WARNING:root:client('192.168.100.82', 54288) disconnected at 2023-02-07 17:45:56.772158
WARNING:root:client('192.168.100.2', 51502) disconnected at 2023-02-07 18:21:13.487375
2023-02-08 16:26:03,330 | INFO | 25: Everything is normal. Relax!
2023-02-08 16:26:03,331 | ERROR | 28: Something unexpected and important happened.
2023-02-09 11:19:00,183 | INFO | 25: 
Controller constructor: 
2023-02-09 11:19:00,184 | INFO | 26: connect to DB .....
2023-02-09 11:19:00,184 | INFO | 27: active DB cursor ..... 

2023-02-09 11:20:45,973 | INFO | 25: 
Controller constructor: 
2023-02-09 11:20:45,974 | INFO | 26: connect to DB .....
2023-02-09 11:20:45,974 | INFO | 27: active DB cursor ..... 

2023-02-09 11:30:15,644 | INFO | 25: 
Controller constructor: 
2023-02-09 11:30:15,645 | INFO | 26: connect to DB .....
2023-02-09 11:30:15,645 | INFO | 27: active DB cursor ..... 

2023-02-09 11:30:15,646 | INFO | 396: 
Util constructor: 
2023-02-09 11:30:15,646 | INFO | 397: run QApplication .......
2023-02-09 11:30:15,646 | INFO | 398: init screensize .......
2023-02-09 11:30:15,646 | INFO | 399: init components dict .......

2023-02-09 11:30:15,697 | INFO | 47: can't connect to server
2023-02-09 11:30:15,697 | INFO | 47: can't connect to server
2023-02-09 11:30:15,765 | INFO | 59: can't connect to server
2023-02-09 11:30:15,765 | INFO | 59: can't connect to server
2023-02-09 11:30:15,766 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:15,766 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:16,769 | INFO | 47: can't connect to server
2023-02-09 11:30:16,769 | INFO | 47: can't connect to server
2023-02-09 11:30:16,770 | INFO | 59: can't connect to server
2023-02-09 11:30:16,770 | INFO | 59: can't connect to server
2023-02-09 11:30:16,770 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:16,770 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:17,772 | INFO | 47: can't connect to server
2023-02-09 11:30:17,772 | INFO | 47: can't connect to server
2023-02-09 11:30:17,774 | INFO | 59: can't connect to server
2023-02-09 11:30:17,774 | INFO | 59: can't connect to server
2023-02-09 11:30:17,774 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:17,774 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:18,777 | INFO | 47: can't connect to server
2023-02-09 11:30:18,777 | INFO | 47: can't connect to server
2023-02-09 11:30:18,777 | INFO | 59: can't connect to server
2023-02-09 11:30:18,777 | INFO | 59: can't connect to server
2023-02-09 11:30:18,777 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:18,777 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:19,783 | INFO | 47: can't connect to server
2023-02-09 11:30:19,783 | INFO | 47: can't connect to server
2023-02-09 11:30:19,784 | INFO | 59: can't connect to server
2023-02-09 11:30:19,784 | INFO | 59: can't connect to server
2023-02-09 11:30:19,784 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:19,784 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:20,784 | INFO | 47: can't connect to server
2023-02-09 11:30:20,784 | INFO | 47: can't connect to server
2023-02-09 11:30:20,785 | INFO | 59: can't connect to server
2023-02-09 11:30:20,785 | INFO | 59: can't connect to server
2023-02-09 11:30:20,785 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:20,785 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:21,790 | INFO | 47: can't connect to server
2023-02-09 11:30:21,790 | INFO | 47: can't connect to server
2023-02-09 11:30:21,791 | INFO | 59: can't connect to server
2023-02-09 11:30:21,791 | INFO | 59: can't connect to server
2023-02-09 11:30:21,791 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:21,791 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:22,794 | INFO | 47: can't connect to server
2023-02-09 11:30:22,794 | INFO | 47: can't connect to server
2023-02-09 11:30:22,797 | INFO | 59: can't connect to server
2023-02-09 11:30:22,797 | INFO | 59: can't connect to server
2023-02-09 11:30:22,800 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:22,800 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:23,803 | INFO | 47: can't connect to server
2023-02-09 11:30:23,803 | INFO | 47: can't connect to server
2023-02-09 11:30:23,804 | INFO | 59: can't connect to server
2023-02-09 11:30:23,804 | INFO | 59: can't connect to server
2023-02-09 11:30:23,805 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:23,805 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:24,805 | INFO | 47: can't connect to server
2023-02-09 11:30:24,805 | INFO | 47: can't connect to server
2023-02-09 11:30:24,807 | INFO | 59: can't connect to server
2023-02-09 11:30:24,807 | INFO | 59: can't connect to server
2023-02-09 11:30:24,807 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:24,807 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:25,813 | INFO | 47: can't connect to server
2023-02-09 11:30:25,813 | INFO | 47: can't connect to server
2023-02-09 11:30:25,813 | INFO | 59: can't connect to server
2023-02-09 11:30:25,813 | INFO | 59: can't connect to server
2023-02-09 11:30:25,813 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:25,813 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:26,818 | INFO | 47: can't connect to server
2023-02-09 11:30:26,818 | INFO | 47: can't connect to server
2023-02-09 11:30:26,818 | INFO | 59: can't connect to server
2023-02-09 11:30:26,818 | INFO | 59: can't connect to server
2023-02-09 11:30:26,819 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:26,819 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:27,821 | INFO | 47: can't connect to server
2023-02-09 11:30:27,821 | INFO | 47: can't connect to server
2023-02-09 11:30:27,822 | INFO | 59: can't connect to server
2023-02-09 11:30:27,822 | INFO | 59: can't connect to server
2023-02-09 11:30:27,824 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:27,824 | ERROR | 60: [Errno 61] Connection refused
2023-02-09 11:30:28,829 | INFO | 47: can't connect to server
2023-02-09 11:30:28,829 | INFO | 47: can't connect to server
2023-02-09 11:30:28,829 | INFO | 59: can't connect to server
2023-02-09 11:30:28,829 | INFO | 59: can't connect to server
2023-02-09 11:30:28,829 | ERROR | 60: [Errno 61] Connection refused
